facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,inspection_date,hygiene_risk
FAC00928,Bangalore,Public Toilet,7.7,4.5,6.4,0,336,20.9,2024-07-28,Low
FAC00426,Pune,Bus Stand,6.8,3.8,2.7,4,313,8.5,2024-11-14,Low
FAC00092,Bangalore,Bus Stand,7.9,6.0,8.3,3,403,28.5,2024-04-29,Medium
FAC01287,Kolkata,Bus Stand,8.0,9.5,4.3,2,388,5.7,2024-12-15,Medium
FAC00024,Pune,Park,6.6,6.9,8.6,1,431,8.7,2024-11-09,High
FAC01336,Delhi,Bus Stand,6.4,3.6,2.8,6,156,14.0,2024-01-06,Low
FAC00136,Mumbai,Park,4.3,0.9,6.4,7,328,11.9,2024-10-17,High
FAC00230,Delhi,Railway Station,10,5.9,5.9,6,488,13.6,2024-06-03,Medium
FAC00866,Mumbai,Park,6.7,6.6,4.1,8,243,13.6,2024-01-28,Low
FAC00787,Kolkata,Railway Station,5.4,4.2,5.8,0,467,14.1,2024-12-27,Medium
FAC00599,Pune,Railway Station,7.3,5.3,1.2,8,431,18.4,2024-08-20,Medium
FAC00935,Delhi,Railway Station,8.3,3.8,2.5,7,195,19.9,2024-02-19,Low
FAC01467,Kolkata,Hospital,2.1,5.8,4.5,0,406,18.4,2024-10-06,High
FAC00889,Bangalore,Market,5.7,4.4,4.5,0,189,15.0,2024-12-07,Low
FAC00811,Kolkata,Public Toilet,7.3,6.3,9.2,4,360,19.0,2024-10-18,High
FAC00451,Bangalore,Market,6.6,6.7,7.2,5,514,12.7,2024-12-27,High
FAC01394,Mumbai,Public Toilet,6.9,3.3,4.4,4,33,0.4,2024-05-25,Low
FAC00610,Mumbai,Public Toilet,5.2,8.9,2.2,0,553,11.2,2024-04-07,Medium
FAC01233,Delhi,Park,5.8,7.6,3.5,4,725,16.2,2024-05-17,Medium
FAC00059,Kolkata,Hospital,4.4,4.4,3.4,4,681,20.0,2024-02-07,Medium
FAC00896,Chennai,Market,5.6,4.8,5.1,3,338,3.1,2024-12-23,Medium
FAC00202,Pune,Park,5.4,,6.9,6,90,6.0,2024-02-13,Medium
FAC00406,Bangalore,Market,4.5,8.1,4.0,9,494,8.8,2024-10-04,Low
FAC01457,Pune,Bus Stand,5.1,4.6,8.0,8,499,19.6,2024-10-09,High
FAC00417,Delhi,Hospital,8.1,6.6,5.5,5,413,10.1,2024-10-18,Medium
FAC01065,Kolkata,Railway Station,5.8,8.1,4.6,6,303,7.3,2024-09-21,Medium
FAC00344,Delhi,Market,4.0,4.6,4.8,4,156,8.3,2024-06-25,Medium
FAC00428,Delhi,Market,7.0,5.1,2.9,0,449,10.1,2024-07-16,Low
FAC00096,Kolkata,Hospital,5.5,5.8,4.1,0,433,9.8,2024-10-26,Low
FAC01051,Bangalore,Hospital,8.0,5.5,7.0,8,84,7.1,2024-10-21,Medium
FAC01191,Kolkata,Market,6.4,5.5,7.4,2,378,18.9,2024-07-10,Medium
FAC00043,Kolkata,Market,6.7,7.4,3.5,6,599,19.8,2024-01-11,Medium
FAC00907,Delhi,Public Toilet,5.6,3.0,5.4,4,61,2.5,2024-05-01,Low
FAC00382,Delhi,Park,5.7,3.6,5.6,2,356,17.8,2024-05-18,Medium
FAC00955,Bangalore,Market,8.4,2.7,1.5,6,262,22.4,2024-07-11,Low
FAC00106,Chennai,Park,7.5,5.9,8.0,2,331,7.4,2024-03-07,Medium
FAC01465,Chennai,Bus Stand,7.8,4.5,2.5,3,366,1.8,2024-06-03,Low
FAC00959,Delhi,Park,6.5,3.9,3.9,6,402,,2024-12-19,Low
FAC00510,Bangalore,Railway Station,6.1,6.7,5.5,0,497,12.2,2024-11-26,Medium
FAC00924,Bangalore,Bus Stand,4.8,8.5,3.5,6,215,6.6,2024-01-23,High
FAC00872,Kolkata,Market,5.8,0,4.5,7,302,15.0,2024-12-05,Low
FAC00661,Bangalore,Railway Station,10,4.2,5.2,6,526,18.3,2024-11-16,Medium
FAC00854,Bangalore,Hospital,4.0,2.3,9.2,3,254,29.0,2024-01-21,High
FAC01298,Kolkata,Park,6.3,5.0,0.6,1,327,20.5,2024-10-11,Low
FAC01471,Pune,Public Toilet,8.3,7.2,4.1,0,547,18.4,2024-07-14,Low
FAC01289,Pune,Market,3.6,7.8,4.3,5,482,12.6,2024-03-04,High
FAC00213,Mumbai,Hospital,4.6,5.2,7.3,6,262,14.9,2024-11-27,High
FAC01272,Chennai,Bus Stand,4.8,6.2,4.7,7,620,24.8,2024-05-11,High
FAC00689,Bangalore,Bus Stand,7.0,4.9,6.7,6,559,16.4,2024-07-16,Medium
FAC00938,Delhi,Public Toilet,7.5,4.3,10,0,327,0,2024-09-17,Medium
FAC00861,Bangalore,Bus Stand,6.2,4.0,9.5,7,344,14.5,2024-02-23,High
FAC01013,Bangalore,Market,9.4,8.0,8.0,2,238,23.0,2024-08-25,High
FAC01250,Delhi,Park,4.6,5.6,2.1,3,293,6.0,2024-02-24,Medium
FAC01463,Pune,Park,3.9,6.7,6.2,4,386,28.7,2024-07-02,High
FAC00617,Kolkata,Bus Stand,8.6,3.3,2.9,5,536,9.8,2024-03-23,Low
FAC00939,Chennai,Hospital,5.9,5.1,6.6,1,382,22.7,2024-10-19,Medium
FAC00369,Mumbai,Bus Stand,7.6,6.2,2.6,6,261,0,2024-11-01,Low
FAC01266,Chennai,Hospital,8.0,7.8,6.8,0,296,21.9,2024-04-10,Medium
FAC01181,Bangalore,Bus Stand,4.5,7.5,8.0,3,229,18.6,2024-03-02,High
FAC00113,Kolkata,Park,5.5,7.4,8.3,5,603,21.4,2024-08-24,High
FAC01097,Pune,Bus Stand,4.3,5.9,4.0,3,353,14.0,2024-09-01,Medium
FAC01230,Chennai,Railway Station,6.5,7.3,7.0,3,473,27.7,2024-01-19,High
FAC00730,Mumbai,Bus Stand,8.9,2.0,4.4,1,350,18.2,2024-09-15,Low
FAC01089,Kolkata,Bus Stand,8.8,3.4,6.4,3,481,20.8,2024-10-13,Low
FAC01263,Delhi,Public Toilet,7.1,1.5,0.9,5,312,1.5,2024-12-24,Low
FAC01338,Pune,Bus Stand,4.9,7.9,1.2,4,415,4.3,2024-11-13,Medium
FAC00990,Chennai,Public Toilet,6.3,4.3,1.9,10,455,12.7,2024-03-25,Medium
FAC00823,Kolkata,Public Toilet,8.5,5.3,3.9,0,312,16.2,2024-06-12,Low
FAC01277,Pune,Market,8.1,6.9,5.1,2,403,24.6,2024-04-26,Medium
FAC01366,Kolkata,Public Toilet,5.5,5.6,7.9,9,88,28.4,2024-08-27,High
FAC00160,Bangalore,Market,1.6,5.9,4.3,6,743,5.8,2024-09-07,High
FAC00139,Mumbai,Park,6.8,6.0,6.2,8,611,13.7,2024-12-29,Medium
FAC00235,Delhi,Park,7.0,5.9,4.6,0,13,27.7,2024-02-13,Low
FAC00641,Kolkata,Park,3.3,3.8,3.9,0,465,21.2,2024-01-28,Medium
FAC00131,Chennai,Railway Station,9.3,6.7,2.9,4,422,15.5,2024-10-05,Medium
FAC00550,Pune,Park,5.2,4.7,4.4,3,481,24.5,2024-09-13,Medium
FAC00302,Chennai,Railway Station,8.1,8.6,4.1,6,290,3.3,2024-06-24,Medium
FAC00630,Bangalore,Railway Station,6.5,5.8,5.4,0,335,27.8,2024-01-31,Medium
FAC00219,Chennai,Bus Stand,10,3.2,5.2,5,295,19.0,2024-01-05,Low
FAC00565,Kolkata,Market,2.8,3.0,6.2,5,303,15.4,2024-10-17,High
FAC00182,Bangalore,Market,4.9,3.9,0,4,542,9.7,2024-03-17,Medium
FAC00056,Mumbai,Hospital,4.7,4.8,7.3,3,214,21.1,2024-06-10,Medium
FAC00956,Bangalore,Park,10,,2.4,2,485,8.6,2024-07-20,Medium
FAC00167,Pune,Railway Station,8.7,5.2,0,4,426,6.8,2024-08-22,Low
FAC00923,Delhi,Public Toilet,8.1,6.4,3.1,3,249,20.9,2024-05-24,Low
FAC01047,Kolkata,Market,7.5,2.0,5.0,3,474,13.5,2024-06-16,Low
FAC00142,Pune,Park,6.7,1.7,9.6,7,210,7.2,2024-10-09,Medium
FAC01175,Bangalore,Market,9.0,3.7,4.1,7,225,13.7,2024-06-16,Low
FAC00099,Pune,Public Toilet,9.6,6.9,5.4,4,299,0,2024-06-17,Medium
FAC00674,Chennai,Hospital,4.1,2.0,3.8,5,172,16.1,2024-11-15,Medium
FAC00055,Bangalore,Market,6.4,2.3,3.1,1,338,10.6,2024-10-24,Low
FAC00319,Mumbai,Public Toilet,8.0,4.8,6.0,4,123,16.9,2024-08-19,Low
FAC00340,Chennai,Market,7.5,7.2,4.2,5,588,18.8,2024-05-12,Medium
FAC01113,Bangalore,Hospital,8.1,5.0,3.0,6,428,3.1,2024-09-17,Low
FAC00522,Delhi,Park,7.7,6.6,3.1,2,412,23.1,2024-06-20,High
FAC01217,Bangalore,Bus Stand,5.1,5.0,2.1,4,509,22.6,2024-11-20,Medium
FAC00492,Pune,Bus Stand,9.7,8.9,7.0,6,126,23.6,2024-02-26,High
FAC01327,Delhi,Market,7.5,7.0,3.1,0,91,12.4,2024-01-11,Low
FAC00521,Bangalore,Public Toilet,5.5,2.8,3.3,3,231,3.8,2024-12-11,Low
FAC01365,Delhi,Bus Stand,10,2.8,0.1,1,573,19.7,2024-04-09,High
FAC00624,Chennai,Park,5.9,3.4,3.5,2,323,4.2,2024-07-28,Low
FAC00385,Delhi,Park,4.7,6.0,2.9,6,432,11.4,2024-11-06,Low
FAC00930,Kolkata,Market,6.6,3.4,3.6,3,311,20.6,2024-03-16,Low
FAC00069,Pune,Market,5.7,5.6,1.7,3,147,14.1,2024-08-12,Medium
FAC01002,Kolkata,Market,5.3,5.2,6.1,6,435,9.4,2024-09-25,Medium
FAC00619,Chennai,Public Toilet,0,2.7,3.6,5,276,9.6,2024-06-21,High
FAC00548,Chennai,Public Toilet,7.0,4.5,4.8,5,364,16.4,2024-09-04,Low
FAC01425,Delhi,Public Toilet,5.1,7.5,3.4,1,529,3.8,2024-05-24,Medium
FAC01381,Mumbai,Park,5.8,4.7,6.0,2,152,11.6,2024-04-05,Medium
FAC00348,Chennai,Railway Station,7.7,5.4,5.2,8,37,20.0,2024-08-24,Medium
FAC00052,Bangalore,Bus Stand,3.5,6.7,6.2,3,391,4.7,2024-05-17,High
FAC01297,Kolkata,Railway Station,2.1,9.3,1.7,2,397,19.0,2024-12-03,High
FAC00530,Delhi,Bus Stand,9.9,4.8,3.5,0,387,18.8,2024-07-08,Medium
FAC00954,Delhi,Park,9.0,6.8,4.8,0,620,15.4,2024-07-19,Medium
FAC00391,Chennai,Park,6.3,7.0,3.8,2,340,12.4,2024-08-31,Medium
FAC00736,Pune,Park,7.0,5.4,0.6,2,459,13.1,2024-09-23,Low
FAC00708,Bangalore,Hospital,6.0,6.5,4.8,4,511,9.0,2024-05-22,Medium
FAC00793,Bangalore,Bus Stand,6.3,5.1,6.3,5,340,14.8,2024-02-12,Medium
FAC01487,Chennai,Market,10,3.1,4.0,7,344,1.1,2024-02-13,Low
FAC01312,Mumbai,Hospital,2.9,2.6,5.8,0,364,20.3,2024-10-24,Medium
FAC01401,Bangalore,Park,6.5,5.5,4.3,4,384,24.9,2024-06-04,Medium
FAC00583,Pune,Bus Stand,4.5,5.3,1.5,0,306,5.2,2024-08-15,Low
FAC00874,Chennai,Park,5.6,3.4,4.8,5,456,10.3,2024-10-05,Medium
FAC01404,Pune,Public Toilet,2.9,4.8,5.8,7,425,2.0,2024-03-14,High
FAC00084,Bangalore,Park,5.6,7.4,1.6,1,432,17.6,2024-10-03,Medium
FAC01023,Bangalore,Public Toilet,6.4,3.6,3.9,1,202,15.9,2024-09-24,Low
FAC01022,Chennai,Bus Stand,4.4,7.6,5.6,5,195,14.7,2024-12-29,High
FAC00341,Pune,Public Toilet,4.5,6.0,3.8,6,332,14.6,2024-01-24,Medium
FAC01215,Chennai,Railway Station,5.2,4.6,6.3,2,326,19.2,2024-12-12,Medium
FAC01060,Bangalore,Railway Station,9.4,4.7,5.1,2,375,11.3,2024-11-16,Low
FAC00217,Delhi,Railway Station,5.6,6.0,3.2,6,431,24.6,2024-12-10,Medium
FAC00448,Delhi,Bus Stand,7.9,7.7,8.6,5,167,0.8,2024-08-01,High
FAC00516,Chennai,Park,7.7,3.6,7.4,3,387,8.5,2024-06-16,Medium
FAC00115,Chennai,Market,7.1,5.3,4.2,3,190,0,2024-05-24,Low
FAC00868,Pune,Railway Station,7.2,8.8,3.6,6,105,6.6,2024-09-01,Medium
FAC00445,Pune,Bus Stand,8.9,2.5,5.2,5,326,11.4,2024-05-27,Low
FAC00969,Delhi,Park,7.9,8.4,5.5,3,349,9.7,2024-01-27,Medium
FAC00803,Bangalore,Bus Stand,5.9,4.0,10,4,523,15.1,2024-06-27,High
FAC01019,Pune,Park,6.2,4.7,4.6,0,158,19.4,2024-05-13,Low
FAC00952,Mumbai,Bus Stand,7.7,4.4,5.3,8,360,13.2,2024-09-05,High
FAC00005,Pune,Public Toilet,8.6,2.2,2.9,6,368,9.9,2024-12-15,Low
FAC00741,Chennai,Public Toilet,4.4,6.5,3.4,6,551,19.6,2024-10-07,High
FAC00501,Pune,Hospital,1.4,5.4,6.7,0,464,14.8,2024-04-18,High
FAC00858,Delhi,Park,6.1,8.9,8.5,8,447,17.2,2024-03-28,High
FAC00535,Pune,Market,5.9,4.6,3.2,3,229,23.9,2024-03-16,Low
FAC00128,Kolkata,Park,6.3,5.5,3.0,7,411,25.0,2024-10-05,Medium
FAC00538,Delhi,Bus Stand,8.6,4.3,4.4,4,237,9.1,2024-03-11,Low
FAC00362,Pune,Market,8.0,,4.6,2,134,0,2024-12-13,Low
FAC01091,Chennai,Public Toilet,7.6,6.9,6.5,0,524,4.0,2024-04-25,Medium
FAC00800,Mumbai,Railway Station,7.0,6.3,1.1,5,610,11.8,2024-03-15,Medium
FAC00677,Chennai,Bus Stand,5.8,1.9,5.3,0,398,20.9,2024-09-22,Low
FAC01211,Mumbai,Market,8.5,4.7,1.1,7,241,9.5,2024-11-03,Low
FAC00623,Bangalore,Railway Station,4.0,8.2,5.6,5,589,11.4,2024-02-13,Medium
FAC00663,Mumbai,Railway Station,5.4,5.7,9.2,2,78,25.7,2024-08-14,High
FAC01025,Bangalore,Railway Station,6.6,4.4,1.4,0,314,19.7,2024-01-07,Low
FAC00173,Pune,Bus Stand,8.5,6.6,7.0,5,111,13.6,2024-02-29,Medium
FAC00718,Kolkata,Park,7.9,4.5,4.5,3,274,10.1,2024-05-06,Low
FAC00442,Chennai,Park,3.4,6.4,7.4,7,548,9.3,2024-04-01,High
FAC00194,Mumbai,Market,8.3,4.8,4.7,8,227,28.3,2024-01-17,Medium
FAC00186,Bangalore,Railway Station,10,3.4,10,11,201,14.8,2024-10-09,High
FAC00815,Bangalore,Railway Station,6.4,4.2,7.1,3,289,2.5,2024-06-22,Medium
FAC01265,Delhi,Bus Stand,6.5,5.9,6.6,4,198,23.2,2024-09-13,Medium
FAC00731,Delhi,Bus Stand,5.5,5.4,8.1,0,498,13.3,2024-10-03,Medium
FAC00232,Pune,Bus Stand,6.3,5.3,3.5,4,355,25.9,2024-08-04,High
FAC01311,Bangalore,Railway Station,7.1,4.6,7.2,3,0,5.9,2024-05-22,Low
FAC00353,Chennai,Market,5.8,0.7,8.0,5,334,20.2,2024-07-03,Medium
FAC00094,Kolkata,Park,6.6,4.0,4.0,5,569,18.3,2024-07-04,Low
FAC00118,Bangalore,Public Toilet,5.2,4.0,6.9,7,838,5.1,2024-09-17,Medium
FAC00456,Bangalore,Park,7.0,6.3,0.5,5,461,8.6,2024-09-23,Low
FAC01057,Pune,Hospital,4.9,6.8,5.5,3,231,19.3,2024-02-13,High
FAC00988,Kolkata,Public Toilet,4.5,4.4,1.4,7,317,21.7,2024-04-29,Medium
FAC01115,Delhi,Railway Station,7.4,4.8,2.8,0,438,14.2,2024-07-18,Low
FAC01112,Mumbai,Public Toilet,5.8,5.3,6.3,3,27,5.0,2024-09-30,Medium
FAC00026,Mumbai,Public Toilet,6.7,7.2,3.0,0,198,13.8,2024-05-21,Low
FAC00475,Chennai,Hospital,10,2.3,7.3,4,396,13.5,2024-10-29,Medium
FAC00474,Mumbai,Railway Station,4.8,9.9,0,7,281,16.9,2024-05-30,High
FAC00873,Kolkata,Hospital,8.5,7.4,4.5,3,632,11.9,2024-05-05,Medium
FAC01132,Pune,Bus Stand,6.8,,7.0,1,477,10.7,2024-10-17,Medium
FAC01237,Bangalore,Park,6.4,2.9,3.9,0,94,16.4,2024-07-26,Low
FAC00534,Chennai,Hospital,5.5,5.7,7.4,5,221,11.2,2024-10-02,High
FAC01058,Delhi,Bus Stand,7.7,1.6,10.0,4,276,,2024-09-22,Low
FAC01320,Chennai,Market,4.4,4.3,0,4,408,16.3,2024-06-09,Medium
FAC00469,Delhi,Park,4.3,4.3,1.8,6,479,20.3,2024-07-30,Medium
FAC01161,Delhi,Market,4.8,4.6,5.0,5,221,24.2,2024-05-01,Medium
FAC01039,Mumbai,Market,5.2,6.6,4.0,0,265,,2024-07-25,Medium
FAC00885,Delhi,Bus Stand,4.9,1.7,6.6,6,66,13.1,2024-09-10,Medium
FAC00184,Chennai,Hospital,7.2,6.5,5.5,8,593,6.7,2024-05-17,Medium
FAC01100,Delhi,Park,9.6,1.4,7.9,5,84,6.8,2024-04-09,Low
FAC00430,Bangalore,Public Toilet,6.3,7.9,3.5,6,401,20.2,2024-09-13,Medium
FAC00247,Bangalore,Bus Stand,8.1,0.1,5.4,3,192,15.4,2024-01-05,Low
FAC01015,Bangalore,Park,8.2,5.1,2.7,0,463,22.5,2024-01-12,Low
FAC00838,Pune,Railway Station,7.5,5.2,6.7,1,252,15.4,2024-07-19,Medium
FAC00405,Delhi,Park,8.1,5.7,4.3,1,562,17.1,2024-10-17,Low
FAC01496,Kolkata,Hospital,5.4,4.9,2.9,4,237,15.4,2024-11-02,Low
FAC00320,Chennai,Bus Stand,6.4,4.0,2.5,8,449,12.5,2024-03-25,Low
FAC00434,Bangalore,Market,4.9,3.3,5.0,4,70,11.4,2024-01-16,Medium
FAC00790,Bangalore,Bus Stand,6.9,7.5,4.0,5,103,2.5,2024-08-10,Low
FAC01440,Bangalore,Market,7.0,7.9,0.3,14,411,0.9,2024-08-13,Medium
FAC00846,Chennai,Park,8.8,6.9,5.8,5,342,17.3,2024-09-10,Medium
FAC01148,Kolkata,Public Toilet,5.9,3.5,3.6,2,423,2.6,2024-12-12,Low
FAC00176,Chennai,Public Toilet,6.0,6.6,6.6,7,266,0,2024-07-12,Medium
FAC01032,Kolkata,Bus Stand,4.0,6.0,5.0,1,249,10.1,2024-10-04,Medium
FAC01491,Chennai,Market,8.6,2.0,8.7,4,503,3.3,2024-07-21,Medium
FAC00580,Bangalore,Railway Station,4.8,4.8,6.5,3,351,10.2,2024-07-20,Medium
FAC00332,Mumbai,Market,3.7,3.3,6.3,3,426,24.9,2024-07-12,High
FAC00462,Bangalore,Park,7.0,4.8,5.0,0,587,15.9,2024-05-26,Low
FAC00557,Pune,Park,7.9,2.7,4.0,8,208,10.9,2024-08-31,Low
FAC01136,Kolkata,Park,5.8,3.8,6.8,6,394,11.3,2024-03-22,Medium
FAC00577,Chennai,Railway Station,5.1,7.7,1.9,7,334,22.4,2024-08-13,High
FAC01362,Chennai,Hospital,3.4,2.9,3.6,6,367,0,2024-11-24,Medium
FAC00812,Bangalore,Market,3.2,4.0,6.4,4,339,13.6,2024-04-09,High
FAC00468,Bangalore,Park,7.8,4.5,5.8,1,261,14.2,2024-05-24,Low
FAC01442,Mumbai,Railway Station,5.5,5.9,7.5,3,379,14.5,2024-08-27,High
FAC00695,Chennai,Market,6.1,4.8,5.5,2,467,7.3,2024-04-21,Low
FAC01186,Delhi,Railway Station,3.5,4.3,5.5,0,313,7.4,2024-10-05,Medium
FAC00007,Chennai,Bus Stand,7.0,3.5,8.8,6,87,8.8,2024-11-25,Medium
FAC01420,Delhi,Public Toilet,5.6,4.5,9.1,0,318,2.2,2024-09-18,Medium
FAC00140,Delhi,Bus Stand,2.4,4.3,6.6,0,524,9.0,2024-04-12,High
FAC01096,Kolkata,Public Toilet,5.4,5.2,5.3,2,175,24.1,2024-05-17,Medium
FAC00226,Chennai,Market,6.0,4.4,5.7,6,324,29.4,2024-11-17,Medium
FAC01227,Delhi,Bus Stand,8.5,5.7,2.9,6,344,18.3,2024-07-25,High
FAC00895,Mumbai,Public Toilet,3.1,5.9,8.4,3,307,8.2,2024-08-03,High
FAC00394,Kolkata,Railway Station,5.1,7.3,9.3,4,492,11.0,2024-01-04,Medium
FAC00091,Kolkata,Public Toilet,8.5,3.7,6.2,4,702,10.1,2024-11-23,Low
FAC01249,Mumbai,Market,5.2,4.1,6.4,7,279,4.5,2024-04-25,Medium
FAC00156,Delhi,Park,8.2,3.4,3.2,2,80,0,2024-09-02,Low
FAC00015,Delhi,Hospital,9.3,5.5,5.3,4,460,15.4,2024-10-03,Medium
FAC00249,Mumbai,Bus Stand,8.3,,4.8,6,494,0.1,2024-06-06,Low
FAC01358,Chennai,Park,8.2,1.8,5.0,0,263,20.7,2024-05-16,Low
FAC00523,Kolkata,Hospital,7.9,6.9,7.2,2,426,12.6,2024-05-16,Medium
FAC00424,Delhi,Hospital,6.0,5.2,2.5,12,0,0,2024-04-29,Medium
FAC00570,Pune,Hospital,4.1,7.0,1.2,5,333,15.4,2024-04-19,High
FAC00554,Delhi,Public Toilet,8.2,6.6,2.9,6,298,1.9,2024-08-07,Low
FAC00783,Pune,Bus Stand,4.0,5.7,8.2,2,383,19.6,2024-02-01,High
FAC00653,Pune,Market,5.4,3.6,7.2,1,335,4.1,2024-01-16,Medium
FAC01280,Bangalore,Public Toilet,0,5.6,4.3,1,290,12.5,2024-08-05,High
FAC00251,Delhi,Bus Stand,8.0,4.0,4.6,0,92,13.6,2024-12-05,Low
FAC01220,Mumbai,Railway Station,5.1,4.9,6.7,4,533,12.8,2024-04-02,Medium
FAC01361,Bangalore,Hospital,4.6,2.2,1.8,10,350,12.0,2024-02-11,High
FAC01004,Bangalore,Railway Station,5.7,7.3,6.0,8,273,1.0,2024-10-19,Medium
FAC00432,Bangalore,Market,6.0,3.0,2.7,0,255,6.3,2024-11-05,Low
FAC00659,Mumbai,Hospital,5.0,2.8,5.7,1,411,7.2,2024-09-21,Medium
FAC01446,Chennai,Market,7.7,6.8,1.8,0,600,24.5,2024-01-26,Low
FAC00586,Chennai,Bus Stand,7.9,9.1,8.7,1,382,33.2,2024-02-15,High
FAC00986,Delhi,Market,7.9,7.4,3.2,6,284,12.9,2024-01-05,Medium
FAC00807,Pune,Market,4.6,8.4,4.0,1,504,,2024-08-04,Low
FAC01339,Bangalore,Public Toilet,4.3,7.1,2.1,9,513,19.0,2024-10-21,High
FAC00016,Pune,Public Toilet,8.6,4.4,1.0,4,356,9.1,2024-08-27,Low
FAC01462,Kolkata,Public Toilet,5.9,4.0,6.8,4,479,13.2,2024-11-04,Medium
FAC01321,Pune,Park,8.3,5.9,7.4,4,444,14.1,2024-07-04,Medium
FAC00339,Pune,Hospital,6.9,1.4,3.7,4,77,11.1,2024-02-06,Low
FAC00316,Pune,Market,4.2,5.3,3.3,4,321,7.0,2024-10-08,Medium
FAC01173,Delhi,Park,4.9,8.4,4.4,3,338,4.7,2024-01-21,Medium
FAC00809,Chennai,Market,5.8,5.8,1.6,7,535,12.4,2024-11-24,High
FAC00225,Pune,Bus Stand,5.9,6.9,8.4,0,289,10.8,2024-05-21,High
FAC00154,Pune,Railway Station,7.4,6.8,2.3,4,168,8.0,2024-11-11,Low
FAC01235,Chennai,Bus Stand,2.3,5.4,3.6,5,16,17.0,2024-05-22,High
FAC01228,Pune,Hospital,5.5,,4.6,6,345,24.8,2024-05-04,Medium
FAC00587,Pune,Park,6.0,9.3,7.4,5,246,11.3,2024-01-08,High
FAC01124,Kolkata,Hospital,7.7,3.1,4.3,5,186,12.0,2024-01-09,Low
FAC00192,Pune,Market,6.1,5.1,2.5,3,574,15.3,2024-12-23,Low
FAC01052,Bangalore,Public Toilet,7.0,4.5,4.8,1,335,15.7,2024-10-03,Low
FAC01372,Delhi,Park,1.2,4.7,5.8,7,301,4.7,2024-08-06,High
FAC00597,Kolkata,Bus Stand,8.5,2.1,5.3,4,388,10.3,2024-12-05,Low
FAC00870,Chennai,Public Toilet,7.0,6.8,7.4,6,449,5.4,2024-05-06,Medium
FAC00261,Mumbai,Bus Stand,5.9,5.1,5.2,1,385,5.6,2024-03-22,Low
FAC01418,Pune,Public Toilet,5.8,5.8,6.4,0,593,13.8,2024-07-17,Medium
FAC00471,Delhi,Railway Station,6.5,8.3,8.9,7,154,9.8,2024-08-15,High
FAC01108,Bangalore,Public Toilet,7.3,0.7,4.2,3,322,18.4,2024-01-22,Low
FAC00293,Chennai,Railway Station,8.2,8.2,7.7,0,389,3.8,2024-12-01,Medium
FAC01377,Mumbai,Park,6.7,6.0,1.7,0,506,18.6,2024-10-31,Low
FAC00401,Delhi,Railway Station,2.6,8.7,5.7,3,283,0.9,2024-06-01,High
FAC00134,Bangalore,Market,7.5,5.4,4.3,5,257,19.9,2024-08-15,Low
FAC00262,Delhi,Bus Stand,5.5,4.1,6.5,0,823,23.2,2024-06-30,Medium
FAC00321,Pune,Railway Station,7.7,2.4,3.2,5,347,17.8,2024-04-07,Low
FAC00389,Mumbai,Public Toilet,5.3,6.1,8.0,4,120,0,2024-02-22,High
FAC00218,Kolkata,Hospital,7.5,6.6,5.9,8,153,13.4,2024-11-21,Medium
FAC00506,Mumbai,Public Toilet,7.0,6.7,3.6,3,377,3.1,2024-02-11,Low
FAC00075,Chennai,Hospital,5.8,5.4,1.8,3,542,2.1,2024-03-14,Low
FAC01341,Delhi,Park,5.4,4.7,4.7,6,286,16.7,2024-05-30,Medium
FAC00849,Kolkata,Railway Station,3.9,8.8,5.6,1,629,1.1,2024-11-26,High
FAC01476,Chennai,Bus Stand,4.2,9.0,1.3,1,269,20.5,2024-01-15,High
FAC00649,Chennai,Railway Station,8.4,5.4,5.4,1,325,14.0,2024-12-14,Low
FAC00165,Mumbai,Market,3.8,1.9,6.9,6,69,11.2,2024-03-31,High
FAC00909,Pune,Public Toilet,7.1,6.3,6.5,4,252,9.0,2024-03-03,Medium
FAC00009,Kolkata,Public Toilet,6.4,1.4,5.3,5,228,4.2,2024-05-08,Low
FAC00336,Bangalore,Market,8.7,0.4,7.7,4,0,19.8,2024-12-15,Medium
FAC00343,Bangalore,Public Toilet,5.3,5.2,1.7,7,0,8.2,2024-11-27,Medium
FAC00161,Bangalore,Public Toilet,3.7,9.2,5.1,1,493,22.3,2024-03-15,High
FAC00867,Bangalore,Market,6.2,6.1,5.8,5,135,5.3,2024-12-20,Medium
FAC00905,Mumbai,Public Toilet,5.3,5.5,4.4,2,205,14.1,2024-04-26,Medium
FAC01450,Kolkata,Park,7.2,2.7,8.6,7,673,6.5,2024-11-10,Medium
FAC00387,Delhi,Railway Station,1.7,6.5,6.6,0,470,10.4,2024-02-10,High
FAC00470,Kolkata,Hospital,6.3,6.6,3.8,4,383,25.9,2024-06-24,Medium
FAC00503,Mumbai,Public Toilet,6.4,8.3,7.6,4,565,5.6,2024-02-02,High
FAC01008,Delhi,Park,5.2,4.1,0.9,8,465,14.6,2024-09-12,Medium
FAC01221,Delhi,Public Toilet,6.7,0,5.4,4,474,20.2,2024-08-04,Low
FAC01049,Bangalore,Public Toilet,1.7,1.4,4.6,0,203,16.7,2024-11-29,Medium
FAC00231,Pune,Public Toilet,7.8,6.4,7.3,6,289,11.9,2024-08-07,Medium
FAC00883,Chennai,Bus Stand,7.2,6.0,7.7,1,184,10.3,2024-01-28,Medium
